"outcome","treatment","began_convo","age","gender","partyideology","pre_therm_voter_outparty_rescaled"
-0.939757659028628,1,TRUE,34,"Female",3,-0.692847878821541
-1.38898607064827,0,TRUE,48,"Male",4,-1.18116692596908
2.12996982037226,1,TRUE,25,"Female",3,0.471605233607202
0.632541781640119,0,TRUE,30,"Female",3,0.847235269874538
0.258184771957084,0,TRUE,21,"Male",3,0.471605233607202
1.00689879132315,1,TRUE,34,"Female",4,-0.918225900581943
1.15664159519637,0,TRUE,47,"Male",4,-0.354780846180938
1.00689879132315,1,TRUE,50,"Male",1,-1.33141894047601
0.557670379703512,1,TRUE,29,"Male",2,0.584294244487403
-0.303350742567468,1,TRUE,26,"Female",3,0.0208491900863981
-1.01462906096523,0,TRUE,23,"Female",2,-1.40654494772948
-0.490529247408986,0,TRUE,77,"Female",5,-1.40654494772948
0.632541781640119,1,TRUE,48,"Male",2,0.847235269874538
-0.116172237725951,0,TRUE,21,"Male",2,-0.0918398207938028
0.707413183576726,0,TRUE,48,"Female",4,0.509168237233935
0.632541781640119,0,TRUE,65,"Female",2,0.471605233607202
1.75561281068922,0,TRUE,55,"Female",4,1.93656237504981
-0.490529247408986,1,TRUE,20,"Male",3,-0.279654838927471
0.894591688418243,1,TRUE,26,"Male",5,0.997487284381473
-1.05206476193354,0,TRUE,58,"Female",1,-0.843099893328476
-0.453093546440682,1,TRUE,32,"Male",5,1.03505028800821
0.445363276798601,0,TRUE,34,"Male",4,0.0959751973398654
-1.35155036967997,1,TRUE,55,"Male",1,-1.40654494772948
1.64330570778431,1,TRUE,65,"Female",2,1.18530230251514
-0.191043639662558,0,TRUE,29,"Female",2,-0.392343849807672
-1.42642177161657,0,TRUE,45,"Male",5,-0.955788904208677
0.520234678735208,1,TRUE,52,"Male",4,0.584294244487403
2.12996982037226,1,TRUE,34,"Male",3,0.546731240860669
-0.490529247408986,0,TRUE,37,"Female",2,-0.279654838927471
0.632541781640119,0,TRUE,29,"Female",2,0.133538200966599
1.19407729616467,1,TRUE,54,"Female",4,1.41068032427554
0.295620472925387,1,TRUE,26,"Female",3,0.509168237233935
1.38125580100619,1,TRUE,28,"Male",3,0.471605233607202
-0.864886257092021,1,TRUE,28,"Male",2,-0.655284875194807
1.19407729616467,1,TRUE,37,"Female",2,0.471605233607202
0.258184771957084,1,TRUE,37,"Female",3,0.471605233607202
2.12996982037226,0,TRUE,37,"Female",3,1.93656237504981
-0.490529247408986,0,TRUE,40,"Male",1,-0.655284875194807
1.56843430584771,1,TRUE,37,"Male",3,1.59849534240921
1.68074140875262,0,TRUE,41,"Female",3,1.63605834603594
0.033570566147263,0,TRUE,31,"Female",3,-0.129402824420536
0.520234678735208,0,TRUE,34,"Female",3,0.772109262621071
0.632541781640119,1,TRUE,45,"Male",4,0.65942025174087
1.71817710972092,0,TRUE,43,"Male",1,0.696983255367604
0.258184771957084,0,TRUE,54,"Female",5,0.471605233607202
0.258184771957084,0,TRUE,23,"Female",3,0.471605233607202
2.05509841843565,0,TRUE,30,"Male",5,1.59849534240921
-0.153607938694254,0,TRUE,32,"Male",3,-0.99335190783541
-0.303350742567468,0,TRUE,26,"Female",3,-0.655284875194807
-0.902321958060324,0,TRUE,38,"Male",2,-0.767973886075008
1.38125580100619,1,TRUE,35,"Male",2,1.63605834603594
0.295620472925387,0,TRUE,23,"Female",2,0.471605233607202
1.15664159519637,0,TRUE,30,"Male",4,1.41068032427554
-0.116172237725951,1,TRUE,49,"Female",2,-0.279654838927471
-0.677707752250503,1,TRUE,45,"Male",2,-0.279654838927471
1.08177019325976,0,TRUE,29,"Male",3,0.809672266247805
0.632541781640119,1,TRUE,47,"Female",4,-0.655284875194807
1.41869150197449,1,TRUE,56,"Prefer to self describe",2,0.396479226353735
0.258184771957084,0,TRUE,29,"Female",5,0.471605233607202
1.00689879132315,0,TRUE,61,"Male",4,0.0959751973398654
0.333056173893691,0,TRUE,34,"Female",3,0.734546258994337
-1.61360027645809,1,TRUE,28,"Male",3,-1.40654494772948
-1.61360027645809,1,TRUE,48,"Female",3,-1.33141894047601
2.12996982037226,1,TRUE,25,"Male",5,2.27462940769042
0.632541781640119,1,TRUE,35,"Male",3,-0.467469857061139
1.26894869810128,1,TRUE,55,"Male",5,-1.25629293322255
1.41869150197449,1,TRUE,55,"Male",1,1.82387336416961
1.94279131553074,1,TRUE,36,"Male",5,1.26042830976861
1.26894869810128,0,TRUE,34,"Male",5,1.74874735691615
1.34382010003788,1,TRUE,30,"Male",5,1.74874735691615
1.68074140875262,0,TRUE,36,"Male",5,0.621857248114136
0.632541781640119,0,TRUE,22,"Female",4,0.283790215473534
-1.31411466871166,0,TRUE,33,"Male",5,-0.843099893328476
0.0710062671155664,0,TRUE,42,"Female",2,0.283790215473534
1.41869150197449,1,TRUE,32,"Male",1,1.89899937142308
